account;category;currency;amount;ref_currency_amount;type;payment_type;payment_type_local;note;date;gps_latitude;gps_longitude;gps_accuracy_in_meters;warranty_in_month;transfer;payee;labels;envelope_id;custom_category
Monthly expenses;Gifts, joy;EUR;-23.50;-23.50;Expenses;CASH;Cash;Hritisha;2018-07-07 17:26:05;48.13852;11.56551;17;0;false;;Household;2007;false
Monthly expenses;Groceries;EUR;-45.00;-45.00;Expenses;CASH;Cash;;2018-07-07 17:25:15;48.13836;11.56503;30;0;false;haat bazaar;Household;1000;false
Monthly expenses;Groceries;EUR;-10.33;-10.33;Expenses;CASH;Cash;;2018-07-06 21:51:13;48.40961;9.96413;14;0;false;rewe;Household;1000;false
Monthly expenses;Home;EUR;-39.43;-39.43;Expenses;CASH;Cash;;2018-07-06 21:23:46;48.4096;9.96412;14;0;false;poco;Household;2004;false
Monthly expenses;Groceries;EUR;-27.29;-27.29;Expenses;CASH;Cash;;2018-07-06 20:44:15;48.40273;9.97001;600;0;false;aldi;Household;1000;false
Monthly expenses;Home;EUR;-43.89;-43.89;Expenses;CASH;Cash;plants;2018-07-06 20:05:34;48.39216;10.01892;68;0;false;hornbach;Household;2004;false
Monthly expenses;Groceries;EUR;-22.22;-22.22;Expenses;CASH;Cash;turkish grocery;2018-07-06 19:22:02;48.39159;10.01934;22;0;false;dogancan center;Household;1000;false
Monthly expenses;Life & Entertainment;EUR;-27.75;-27.75;Expenses;CASH;Cash;movie date;2018-07-04 21:19:51;48.38348;10.00569;64;0;false;;Household;6013;false
Monthly expenses;Drug-store, chemist;EUR;-8.99;-8.99;Expenses;CASH;Cash;;2018-07-04 14:20:20;48.40868;9.9664;15;0;false;;Household;2011;false
Monthly expenses;Groceries;EUR;-11.19;-11.19;Expenses;CASH;Cash;;2018-07-03 20:14:56;48.40937;9.95873;15;0;false;rewe;Household;1000;false
Monthly expenses;Active sport, fitness;EUR;-19.96;-19.96;Expenses;CASH;Cash;;2018-07-02 09:00:00;;;;0;false;TrendyOne;Household;6002;false
Monthly expenses;Vehicle;EUR;-413.28;-413.28;Expenses;CASH;Cash;;2018-07-01 02:00:00;;;;0;false;BMW;;5004;false
Monthly expenses;Rent;EUR;-774.89;-774.89;Expenses;CASH;Cash;;2018-07-01 02:00:00;;;;0;false;Vonovia;;3000;false
Monthly expenses;Groceries;EUR;-20.21;-20.21;Expenses;CASH;Cash;;2018-06-30 14:47:44;48.40953;9.95911;16;0;false;rewe;Household;1000;false
Monthly expenses;Stationery, tools;EUR;-17.80;-17.80;Expenses;CASH;Cash;german language book 2, pen;2018-06-28 19:23:20;48.39931;9.96306;1710;0;false;thalia, Mueller;Household;2008;false
Monthly expenses;Internet;EUR;-20.00;-20.00;Expenses;CASH;Cash;;2018-06-27 02:00:00;;;;0;false;Vodafone;;7002;false
Monthly expenses;Groceries;EUR;-37.95;-37.95;Expenses;CASH;Cash;;2018-06-25 20:06:52;48.40966;9.95945;60;0;false;rewe;Household;1000;false
Monthly expenses;Others;EUR;-195.00;-195.00;Expenses;CASH;Cash;language course a1.2 Anwasha;2018-06-25 19:19:19;48.39962;9.96111;15;0;false;vh ulm;;11000;false
Monthly expenses;Stationery, tools;EUR;-15.90;-15.90;Expenses;CASH;Cash;german language book 2;2018-06-25 19:17:48;48.39962;9.96111;15;0;false;thalia;Household;2008;false
Monthly expenses;Restaurant, fast-food;EUR;-80.00;-80.00;Expenses;CASH;Cash;;2018-06-23 20:12:30;48.30804;11.65911;10;0;false;Rama;Household;1001;false
Monthly expenses;Clothes & shoes;EUR;-10.00;-10.00;Expenses;CASH;Cash;;2018-06-23 18:41:00;48.10192;11.64504;16;0;false;primark;Household;2000;false
Monthly expenses;Groceries;EUR;-15.50;-15.50;Expenses;CASH;Cash;haat bazaar;2018-06-23 17:14:00;48.13804;11.56389;16;0;false;haat bazaar;Household;1000;false
Monthly expenses;Stationery, tools;EUR;-2.95;-2.95;Expenses;CASH;Cash;german word book;2018-06-20 15:25:13;48.39971;9.9612;17;0;false;thalia;Household;2008;false
Monthly expenses;Stationery, tools;EUR;-6.95;-6.95;Expenses;CASH;Cash;pen;2018-06-20 13:35:41;48.41425;9.92053;29;0;false;Mueller;Household;2008;false
Monthly expenses;Groceries;EUR;-4.10;-4.10;Expenses;CASH;Cash;strawberry;2018-06-19 20:07:40;48.40964;9.96412;14;0;false;;Household;1000;false
Monthly expenses;Groceries;EUR;-0.87;-0.87;Expenses;CASH;Cash;;2018-06-19 17:31:06;48.4008;9.97195;10;0;false;aldi;Household;1000;false
Monthly expenses;Skype;EUR;-14.28;-14.28;Expenses;CASH;Cash;;2018-06-19 02:00:00;;;;0;false;PayPal;;7005;true
Monthly expenses;Groceries;EUR;-17.96;-17.96;Expenses;CASH;Cash;;2018-06-18 19:30:00;;;;0;false;;Household;1000;false
Monthly expenses;Home;EUR;-16.97;-16.97;Expenses;CASH;Cash;;2018-06-16 19:44:03;48.40385;9.97744;24;0;false;ikea;Household;2004;false
Monthly expenses;Gifts, joy;EUR;-13.95;-13.95;Expenses;CASH;Cash;bithi gift;2018-06-16 18:24:58;48.3997;9.9611;15;0;false;nanunana;Household;2007;false
Monthly expenses;Home;EUR;-8.00;-8.00;Expenses;CASH;Cash;photo frame;2018-06-16 18:24:25;48.39989;9.96073;16;0;false;nanunana;Household;2004;false
Monthly expenses;Drug-store, chemist;EUR;-10.98;-10.98;Expenses;CASH;Cash;;2018-06-13 12:04:44;48.40861;9.96739;26;0;false;;Household;2011;false
Monthly expenses;Gifts, joy;EUR;-8.82;-8.82;Expenses;CASH;Cash;arisha;2018-06-12 20:23:43;48.13987;11.51272;14;0;false;;Household;2007;false
Monthly expenses;Groceries;EUR;-71.50;-71.50;Expenses;CASH;Cash;haat bazaar;2018-06-12 20:23:34;48.13983;11.51277;47;0;false;haat bazaar;Household;1000;false
Monthly expenses;Groceries;EUR;-43.14;-43.14;Expenses;CASH;Cash;;2018-06-11 19:54:49;48.40134;9.9739;23;0;false;kaufland;Household;1000;false
Monthly expenses;Clothes & shoes;EUR;-18.00;-18.00;Expenses;CASH;Cash;;2018-06-11 17:01:43;48.40221;9.97463;50;0;false;c&a;Household;2000;false
Monthly expenses;Energy, utilities;EUR;-23.00;-23.00;Expenses;CASH;Cash;;2018-06-11 02:00:00;;;;0;false;Enbw;;3002;false
Monthly expenses;Phone, cell phone;EUR;-63.02;-63.02;Expenses;CASH;Cash;mobile (asish);2018-06-10 02:00:46;;;;0;false;Drillisch;;7001;false
Monthly expenses;Phone, cell phone;EUR;-10.00;-10.00;Expenses;CASH;Cash;mobile (anwasha);2018-06-10 02:00:00;;;;0;false;Drillisch;;7001;false
Monthly expenses;Groceries;EUR;-8.90;-8.90;Expenses;CASH;Cash;;2018-06-08 21:04:44;48.40936;9.95885;16;0;false;rewe;Household;1000;false
Monthly expenses;Clothes & shoes;EUR;-28.84;-28.84;Expenses;CASH;Cash;gym dress anwasha;2018-06-07 18:38:45;48.40964;9.96415;14;0;false;decathlon;Household;2000;false
Monthly expenses;Groceries;EUR;-65.13;-65.13;Expenses;CASH;Cash;;2018-06-05 19:50:58;48.40126;9.97417;15;0;false;kaufland;Household;1000;false
Monthly expenses;Restaurant, fast-food;EUR;-8.00;-8.00;Expenses;CASH;Cash;kebap lunch;2018-06-05 13:00:33;48.4022;9.97454;16;0;false;;Household;1001;false
Monthly expenses;Active sport, fitness;EUR;-19.96;-19.96;Expenses;CASH;Cash;;2018-06-04 09:00:00;;;;0;false;TrendyOne;Household;6002;false
Monthly expenses;Rent;EUR;-774.89;-774.89;Expenses;CASH;Cash;;2018-06-01 02:00:00;;;;0;false;Vonovia;;3000;false
Monthly expenses;Vehicle;EUR;-413.28;-413.28;Expenses;CASH;Cash;;2018-06-01 02:00:00;;;;0;false;BMW;;5004;false
Monthly expenses;TV, Streaming;EUR;-52.50;-52.50;Expenses;CASH;Cash;;2018-06-01 02:00:00;;;;0;false;ARD;;6008;false
Monthly expenses;Groceries;EUR;-8.34;-8.34;Expenses;CASH;Cash;;2018-05-29 19:22:55;48.40093;9.96897;699;0;false;aldi;Household;1000;false
Monthly expenses;Drug-store, chemist;EUR;-4.90;-4.90;Expenses;CASH;Cash;travel pack;2018-05-29 19:03:30;48.40413;9.96487;1299;0;false;;Household;2011;false
Monthly expenses;Groceries;EUR;-6.66;-6.66;Expenses;CASH;Cash;;2018-05-28 20:52:02;48.40965;9.96416;14;0;false;rewe;Household;1000;false
Monthly expenses;Drug-store, chemist;EUR;-17.90;-17.90;Expenses;CASH;Cash;sunscreen;2018-05-28 20:48:56;48.40964;9.96417;14;0;false;;Household;2011;false
Monthly expenses;Clothes & shoes;EUR;-86.13;-86.13;Expenses;CASH;Cash;nice tour preparation;2018-05-28 20:45:07;48.40964;9.96417;14;0;false;;Household;2000;false
Monthly expenses;Internet;EUR;-20.00;-20.00;Expenses;CASH;Cash;;2018-05-27 02:00:00;;;;0;false;Vodafone;;7002;false
Monthly expenses;Groceries;EUR;-1.00;-1.00;Expenses;CASH;Cash;turkish bread;2018-05-26 14:48:38;48.40735;9.96762;800;0;false;;Household;1000;false
Monthly expenses;Restaurant, fast-food;EUR;-9.49;-9.49;Expenses;CASH;Cash;;2018-05-25 21:35:19;48.40249;9.97638;600;0;false;kfc;Household;1001;false
Monthly expenses;Groceries;EUR;-13.92;-13.92;Expenses;CASH;Cash;;2018-05-25 20:09:25;48.40128;9.97255;25;0;false;aldi;Household;1000;false
Monthly expenses;Home;EUR;-5.95;-5.95;Expenses;CASH;Cash;;2018-05-25 19:46:40;48.39995;9.9606;15;0;false;nanu nana;Household;2004;false
Monthly expenses;Drug-store, chemist;EUR;-19.24;-19.24;Expenses;CASH;Cash;condom;2018-05-25 19:44:37;48.39998;9.96043;15;0;false;;Household;2011;false
Monthly expenses;Home;EUR;-3.50;-3.50;Expenses;CASH;Cash;glass bowl;2018-05-22 19:02:39;48.39979;9.96105;15;0;false;nanunana;Household;2004;false
Monthly expenses;Home;EUR;-3.99;-3.99;Expenses;CASH;Cash;stopp;2018-05-22 18:23:07;48.40436;9.97603;888;0;false;ikea;Household;2004;false
Monthly expenses;Groceries;EUR;-12.53;-12.53;Expenses;CASH;Cash;;2018-05-22 18:05:48;48.40094;9.97199;12;0;false;aldi;Household;1000;false
Monthly expenses;Groceries;EUR;-5.51;-5.51;Expenses;CASH;Cash;;2018-05-22 12:13:18;48.40951;9.95928;15;0;false;rewe;Household;1000;false
Monthly expenses;Others;EUR;-195.00;-195.00;Expenses;CASH;Cash;language course a1.1 Anwasha;2018-05-22 09:20:52;48.41921;9.93471;16;0;false;vh ulm;;11000;false
Monthly expenses;Skype;EUR;-14.28;-14.28;Expenses;CASH;Cash;;2018-05-19 02:00:00;;;;0;false;PayPal;;7005;true
Monthly expenses;Restaurant, fast-food;EUR;-5.00;-5.00;Expenses;CASH;Cash;Donner kebap;2018-05-18 18:44:51;48.40966;9.96416;14;0;false;;Household;1001;false
Monthly expenses;Drug-store, chemist;EUR;-1.85;-1.85;Expenses;CASH;Cash;;2018-05-16 21:32:45;48.40967;9.96416;15;0;false;Mueller;Household;2011;false
Monthly expenses;Clothes & shoes;EUR;-11.99;-11.99;Expenses;CASH;Cash;dress;2018-05-16 21:31:36;48.40967;9.96417;14;0;false;;Household;2000;false
Monthly expenses;Groceries;EUR;-3.70;-3.70;Expenses;CASH;Cash;;2018-05-16 19:05:19;48.4096;9.95925;16;0;false;rewe;Household;1000;false
Monthly expenses;Groceries;EUR;-3.98;-3.98;Expenses;CASH;Cash;bread;2018-05-14 20:16:11;48.39606;9.98123;29;0;false;;Household;1000;false
Monthly expenses;Groceries;EUR;-13.42;-13.42;Expenses;CASH;Cash;;2018-05-14 19:40:07;48.40102;9.97138;36;0;false;aldi;Household;1000;false
Monthly expenses;Home;EUR;-11.76;-11.76;Expenses;CASH;Cash;organizers;2018-05-14 19:00:36;48.39979;9.96033;15;0;false;Mueller;Household;2004;false
Monthly expenses;Gifts, joy;EUR;-12.00;-12.00;Expenses;CASH;Cash;cake;2018-05-14 18:30:44;48.39957;9.96101;16;0;false;;Household;2007;false
Monthly expenses;Books, audio, subscriptions;EUR;-15.90;-15.90;Expenses;CASH;Cash;german 1.1;2018-05-14 18:29:52;48.39982;9.96105;15;0;false;;Household;6007;false
Monthly expenses;Energy, utilities;EUR;-23.00;-23.00;Expenses;CASH;Cash;;2018-05-11 02:00:00;;;;0;false;Enbw;;3002;false
Monthly expenses;Phone, cell phone;EUR;-10.00;-10.00;Expenses;CASH;Cash;;2018-05-10 02:00:00;;;;0;false;Drillisch;;7001;false
Monthly expenses;Phone, cell phone;EUR;-10.00;-10.00;Expenses;CASH;Cash;;2018-05-10 02:00:00;;;;0;false;;;7001;false
Monthly expenses;Restaurant, fast-food;EUR;-9.37;-9.37;Expenses;CASH;Cash;;2018-05-09 21:33:46;47.548;9.72695;23;0;false;McDonald's;Household;1001;false
Monthly expenses;Others;EUR;-20.00;-20.00;Expenses;CASH;Cash;orcid;2018-05-09 19:01:28;47.68578;9.78629;1338;0;false;;;11000;false
Monthly expenses;Groceries;EUR;-4.67;-4.67;Expenses;CASH;Cash;;2018-05-07 20:26:45;48.39529;9.97087;15;0;false;netto;Household;1000;false
Monthly expenses;Wellness, beauty;EUR;-3.00;-3.00;Expenses;CASH;Cash;drier;2018-05-07 20:00:29;48.39498;9.96876;16;0;false;;Household;6001;false
Monthly expenses;Wellness, beauty;EUR;-10.50;-10.50;Expenses;CASH;Cash;wash clothes;2018-05-07 19:47:59;48.39509;9.97031;15;0;false;;Household;6001;false
Monthly expenses;Groceries;EUR;-12.80;-12.80;Expenses;CASH;Cash;;2018-05-07 19:31:17;48.40139;9.97257;17;0;false;aldi;Household;1000;false
Monthly expenses;Active sport, fitness;EUR;-19.96;-19.96;Expenses;CASH;Cash;;2018-05-07 09:00:00;;;;0;false;TrendyOne;Household;6002;false
Monthly expenses;Parking;EUR;-1.50;-1.50;Expenses;CASH;Cash;;2018-05-07 08:00:17;48.40966;9.96416;14;0;false;;Household;5001;false
Monthly expenses;Restaurant, fast-food;EUR;-11.50;-11.50;Expenses;CASH;Cash;;2018-05-06 20:57:53;48.4042;9.96409;1500;0;false;kfc;Household;1001;false
Monthly expenses;Gifts, joy;EUR;-7.77;-7.77;Expenses;CASH;Cash;;2018-05-05 22:25:18;48.40887;9.96405;199;0;false;;Household;2007;false
Monthly expenses;Drug-store, chemist;EUR;-20.98;-20.98;Expenses;CASH;Cash;condom + pregnancy testing kit;2018-05-04 17:08:36;48.40879;9.96451;16;0;false;;Household;2011;false
Monthly expenses;Restaurant, fast-food;EUR;-7.64;-7.64;Expenses;CASH;Cash;;2018-05-03 16:00:30;48.40378;9.97642;30;0;false;ikea;Household;1001;false
Monthly expenses;Groceries;EUR;-35.33;-35.33;Expenses;CASH;Cash;;2018-05-03 15:35:17;48.40135;9.97273;23;0;false;aldi;Household;1000;false
Monthly expenses;Others;EUR;-100.00;-100.00;Expenses;CASH;Cash;visa extension;2018-05-03 14:51:27;48.40129;9.97252;173;0;false;ulm;;11000;false
Monthly expenses;Parking;EUR;-0.50;-0.50;Expenses;CASH;Cash;;2018-05-03 13:35:42;48.40109;9.99603;899;0;false;;Household;5001;false
Monthly expenses;Advisory;EUR;-112.00;-112.00;Expenses;CASH;Cash;tax return advice 2017;2018-05-01 18:46:57;48.40967;9.96417;14;0;false;lh-ulm;;8004;false
Monthly expenses;Advisory;EUR;-190.00;-190.00;Expenses;CASH;Cash;tax return advice 2016;2018-05-01 18:46:51;48.40966;9.96416;14;0;false;lh-ulm;;8004;false
Monthly expenses;Vehicle;EUR;-413.28;-413.28;Expenses;CASH;Cash;;2018-05-01 02:00:00;;;;0;false;BMW;;5004;false
Monthly expenses;Rent;EUR;-774.89;-774.89;Expenses;CASH;Cash;;2018-05-01 02:00:00;;;;0;false;Vonovia;;3000;false
Monthly expenses;TV, Streaming;EUR;-17.00;-17.00;Expenses;CASH;Cash;;2018-05-01 02:00:00;;;;0;false;ARD;;6008;false
Monthly expenses;Holiday, trips, hotels;EUR;-608.37;-608.37;Expenses;CASH;Cash;Trip to Germany for Anwasha;2018-04-30 21:14:17;;;;0;false;Turkish Airlines;;6009;false
Monthly expenses;Parking;EUR;-3.50;-3.50;Expenses;CASH;Cash;;2018-04-30 17:25:21;48.13987;11.53678;18;0;false;;Household;5001;false
Monthly expenses;Groceries;EUR;-47.44;-47.44;Expenses;CASH;Cash;;2018-04-30 17:24:56;48.13987;11.53669;15;0;false;haat bazaar;Household;1000;false
Monthly expenses;Restaurant, fast-food;EUR;-11.50;-11.50;Expenses;CASH;Cash;doner;2018-04-30 17:24:01;48.13994;11.537;15;0;false;;Household;1001;false
Monthly expenses;Parking;EUR;-4.00;-4.00;Expenses;CASH;Cash;bmw welt;2018-04-30 14:05:41;48.17708;11.55614;800;0;false;;Household;5001;false
Monthly expenses;Holiday, trips, hotels;EUR;-718.15;-718.15;Expenses;CASH;Cash;Bangladesh trip, April;2018-04-30 09:22:42;48.40965;9.96414;14;0;false;Turkish Airlines;;6009;false
Monthly expenses;Public transport;EUR;-12.80;-12.80;Expenses;CASH;Cash;mini Octoberfest day ticket;2018-04-29 06:22:44;48.40966;9.96417;14;0;false;DB;;4000;false
Monthly expenses;Gifts, joy;EUR;-19.80;-19.80;Expenses;CASH;Cash;arisha'r birthday;2018-04-29 01:38:23;48.40966;9.96416;14;0;false;kidsrus;Household;2007;false
Monthly expenses;Home;EUR;-27.83;-27.83;Expenses;CASH;Cash;pillow and kitchen;2018-04-27 19:43:57;48.40412;9.97574;699;0;false;ikea;Household;2004;false
Monthly expenses;Parking;EUR;-10.00;-10.00;Expenses;CASH;Cash;parking fine;2018-04-27 18:09:47;48.40062;9.97065;57;0;false;;Household;5001;false
Monthly expenses;Groceries;EUR;-13.18;-13.18;Expenses;CASH;Cash;;2018-04-27 18:09:24;48.40062;9.97065;68;0;false;aldi;Household;1000;false
Monthly expenses;Internet;EUR;-20.00;-20.00;Expenses;CASH;Cash;;2018-04-27 02:00:00;;;;0;false;Vodafone;;7002;false
Monthly expenses;Restaurant, fast-food;EUR;-14.00;-14.00;Expenses;CASH;Cash;turkish lunch;2018-04-26 17:25:46;48.39852;9.99602;14;0;false;simit;Household;1001;false
Monthly expenses;Parking;EUR;-1.50;-1.50;Expenses;CASH;Cash;;2018-04-26 14:42:23;48.39733;9.97823;44;0;false;;Household;5001;false
Monthly expenses;Restaurant, fast-food;EUR;-13.37;-13.37;Expenses;CASH;Cash;;2018-04-24 20:12:55;48.40066;9.96517;16;0;false;McDonald's;Household;1001;false
Monthly expenses;Electronics, accessories;EUR;-74.98;-74.98;Expenses;CASH;Cash;;2018-04-24 19:12:07;48.40157;9.97269;60;0;false;mediamarkt;Household;2006;false
Monthly expenses;Clothes & shoes;EUR;-29.00;-29.00;Expenses;CASH;Cash;jacket;2018-04-24 18:29:34;48.39962;9.96156;39;0;false;c&a;Household;2000;false
Monthly expenses;Clothes & shoes;EUR;-9.99;-9.99;Expenses;CASH;Cash;tops;2018-04-24 18:08:53;48.39975;9.96113;24;0;false;misty lady;Household;2000;false
Monthly expenses;Public transport;EUR;-2.20;-2.20;Expenses;CASH;Cash;bus for lunch;2018-04-24 13:35:50;48.41936;9.93466;47;0;false;;;4000;false
Monthly expenses;Groceries;EUR;-34.97;-34.97;Expenses;CASH;Cash;;2018-04-23 21:31:24;48.40961;9.95913;245;0;false;rewe;Household;1000;false
Monthly expenses;Restaurant, fast-food;EUR;-9.50;-9.50;Expenses;CASH;Cash;;2018-04-23 20:21:05;48.40338;9.97347;600;0;false;KFC;Household;1001;false
Monthly expenses;Home;EUR;-44.72;-44.72;Expenses;CASH;Cash;kitchen stuff;2018-04-23 20:06:35;48.40364;9.97807;87;0;false;ikea;Household;2004;false
Monthly expenses;Health care, doctor;EUR;-5.00;-5.00;Expenses;CASH;Cash;;2018-04-23 17:43:49;48.40838;9.9672;52;0;false;;Household;6000;false
Monthly expenses;Parking;EUR;-2.00;-2.00;Expenses;CASH;Cash;ulm;2018-04-23 08:30:50;48.40967;9.96417;14;0;false;;Household;5001;false
Monthly expenses;Holiday, trips, hotels;EUR;-608.37;-608.37;Expenses;CASH;Cash;Anwasha fly to Germany;2018-04-22 12:30:00;;;;0;false;Turkish Airline;Household;6009;false
Monthly expenses;Others;EUR;-50.00;-50.00;Expenses;CASH;Cash;Anwasha;2018-04-22 11:00:37;48.40967;9.96417;14;0;false;;;11000;false
Monthly expenses;Restaurant, fast-food;EUR;-10.50;-10.50;Expenses;CASH;Cash;breakfast;2018-04-22 10:00:26;48.40967;9.96417;14;0;false;Bayer Neu-Ulm;Household;1001;false
Monthly expenses;Public transport;EUR;-24.30;-24.30;Expenses;CASH;Cash;airport to munich;2018-04-21 20:35:38;48.13934;11.5129;17;0;false;db;;4000;false
Monthly expenses;Insurances;EUR;-48.00;-48.00;Expenses;CASH;Cash;travel insurance for Anwasha;2018-04-21 00:00:45;;;;0;false;adac;;8001;false
Monthly expenses;Skype;EUR;-14.28;-14.28;Expenses;CASH;Cash;;2018-04-19 02:00:00;;;;0;false;PayPal;;7005;true
Monthly expenses;Energy, utilities;EUR;-23.00;-23.00;Expenses;CASH;Cash;;2018-04-11 02:00:00;;;;0;false;Enbw;;3002;false
Monthly expenses;Phone, cell phone;EUR;-10.00;-10.00;Expenses;CASH;Cash;;2018-04-10 02:00:00;;;;0;false;Drillisch;;7001;false
